Symbol,company,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),한국표준산업분류11차(세분류),한국표준산업분류11차(세세분류)
A010060,OCI홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A086900,메디톡스,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A062040,산일전기,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
A042670,HD현대인프라코어,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업
A096530,씨젠,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업
A004170,신세계,도매 및 소매업,소매업; 자동차 제외,종합 소매업,대형 종합 소매업,백화점
A293490,카카오게임즈,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업
A294870,HDC현대산업개발,건설업,종합 건설업,건물 건설업,건물 건설업,건물 건설업
A192820,코스맥스,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
A011210,현대위아,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A003690,코리안리,금융 및 보험업,보험업,재 보험업,재 보험업,재 보험업
A003090,대웅,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A004490,세방전지,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
A036930,주성엔지니어링,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,기타 가공 공작기계 제조업
A065350,신성델타테크,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기기기 제조업,기타 가정용 전기기기 제조업
A073240,금호타이어,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,고무 타이어 및 튜브 제조업,고무 타이어 및 튜브 제조업
A232140,와이씨,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A139130,DGB금융지주,금융 및 보험업,금융업,기타 금융업,그 외 기타 금융업,지주회사
A137400,피엔티,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수목적용 기계 제조업
A067630,HLB생명과학,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A950160,코오롱티슈진,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A140860,파크시스템스,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
A009410,태영건설,건설업,종합 건설업,토목 건설업,토목시설물 건설업,도로 건설업
A298050,효성첨단소재,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,화학섬유 제조업,화학섬유 제조업
A005300,롯데칠성,제조업,음료 제조업,비알코올음료 및 얼음 제조업,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업
A064760,티씨케이,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업
A082640,동양생명,금융 및 보험업,보험업,보험업,생명 보험업,생명 보험업
A310210,보로노이,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A298020,효성티앤씨,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,화학섬유 제조업,화학섬유 제조업
A009240,한샘,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용 기기 도매업",생활용 가구 도매업
A336260,두산퓨얼셀,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",전동기 및 발전기 제조업
A014820,동원시스템즈,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업
A001720,신영증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,증권 및 선물 중개업,증권 중개업
A095340,ISC,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업
A087010,펩트론,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A375500,DL이앤씨,건설업,종합 건설업,토목 건설업,토목 건설업,토목 건설업
A195940,HK이노엔,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A036830,솔브레인홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업
A084370,유진테크,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A067160,SOOP,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A051980,중앙첨단소재,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A417200,LS머트리얼즈,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
A001120,LX인터내셔널,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,상품 종합 중개업
A018290,브이티,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,기타 화학제품 제조업,기타 화학제품 제조업
A031980,피에스케이홀딩스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A457190,이수스페셜티케미컬,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업
A108320,LX세미콘,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","다이오드, 트랜지스터 및 유사 반도체소자 제조업"
A003620,KG모빌리티,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업
A004000,롯데정밀화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업
A103590,일진전기,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업
A082740,한화엔진,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업
A009970,영원무역홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A089860,롯데렌탈,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업; 부동산 제외,운송장비 임대업,운송장비 임대업,운송장비 임대업
A281740,레이크머티리얼즈,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,기타 화학제품 제조업,기타 화학제품 제조업
A121600,나노신소재,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업
A033100,제룡전기,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업","전동기, 발전기 및 전기 변환장치 제조업"
A006040,동원산업,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A069960,현대백화점,도매 및 소매업,소매업; 자동차 제외,종합 소매업,대형 종합 소매업,백화점
A353200,대덕전자,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,인쇄회로기판 및 전자부품 실장기판 제조업
A352480,씨앤씨인터내셔널,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
A009450,경동나비엔,제조업,전기장비 제조업,가정용 기기 제조업,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업
A328130,루닛,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
A112040,위메이드,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업
A253450,스튜디오드래곤,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물 및 방송프로그램 제작업",방송 프로그램 제작업
A267270,HD현대건설기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업
A204270,제이앤티씨,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A140410,메지온,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A079160,CJ CGV,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 비디오물 상영업,영화관 운영업
A067310,하나마이크론,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,전자집적회로 제조업
A001740,SK네트웍스,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
