종목명,Sector,Industry Group,Industry,10차표준(세분류),10차표준(세세분류),주요상품
SK이노베이션,에너지,에너지,"에너지 시설 및 서비스, 석유 및 가스",석유 정제품 제조업,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업"
경동나비엔,유틸리티,유틸리티,유틸리티,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
수산인더스트리,유틸리티,유틸리티,유틸리티,건물설비 설치 공사업,건물설비 설치 공사업,전력발전설비 정비 용역
대륙제관,유틸리티,유틸리티,유틸리티,그 외 기타 금속가공제품 제조업,금속 캔 및 기타 포장용기 제조업,휴대용부탄가스 및 금속포장용기
태양,유틸리티,유틸리티,유틸리티,그 외 기타 금속가공제품 제조업,금속 캔 및 기타 포장용기 제조업,"휴대용 부탄가스, 에어졸캔, 외주수탁품"
원익머트리얼즈,유틸리티,유틸리티,유틸리티,기초 무기 화학물질 제조업,"산소, 질소 및 기타 산업용 가스 제조업","저메인가스,디실란,아산화질소,암모니아 등"
태경케미컬,유틸리티,유틸리티,유틸리티,기초 무기 화학물질 제조업,"산소, 질소 및 기타 산업용 가스 제조업","드라이아이스,액체탄산,고체탄산 제조"
티이엠씨,유틸리티,유틸리티,유틸리티,기초 무기 화학물질 제조업,"산소, 질소 및 기타 산업용 가스 제조업",반도체용 특수가스
원익홀딩스,유틸리티,유틸리티,유틸리티,기초 화학물질 제조업,기초 화학물질 제조업,가스캐비닛
와이팜,유틸리티,유틸리티,유틸리티,기타 전자부품 제조업,그 외 기타 전자부품 제조업,전력증폭기 모듈(PAM)
에코앤드림,유틸리티,유틸리티,유틸리티,기타 화학제품 제조업,기타 화학제품 제조업,배출가스 저감용 촉매 및 이차전지 양극활물질 전구체
SNT에너지,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업","증류기, 열교환기 및 가스발생기 제조업","공냉식 열교환장치,폐열회수장치 제조"
일신바이오,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",산업용 냉장 및 냉동 장비 제조업,초저온냉동고및동결건조기
비에이치아이,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",액체 여과기 제조업,"보일러,열교환기등"
한독크린텍,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",액체 여과기 제조업,정수기 필터
KIB플러그에너지,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",액체 여과기 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조"
한온시스템,유틸리티,유틸리티,유틸리티,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",가정용 및 산업용 공기 조화장치 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
하나머티리얼즈,유틸리티,유틸리티,유틸리티,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","다이오드, 트랜지스터 및 유사 반도체소자 제조업","실리콘부품, 세라믹부품, 특수가스"
에넥스,유틸리티,유틸리티,유틸리티,목재가구 제조업,주방용 및 음식점용 목재가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매"
엔케이,유틸리티,유틸리티,유틸리티,"산업용 난방보일러, 금속탱크 및 유사 용기 제조업",금속탱크 및 저장용기 제조업,"고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매"
포스코인터내셔널,유틸리티,유틸리티,유틸리티,상품 중개업,상품 중개업,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음."
극동유화,유틸리티,유틸리티,유틸리티,석유 정제물 재처리업,윤활유 및 그리스 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소"
한국전력,유틸리티,유틸리티,유틸리티,송전 및 배전업,송전 및 배전업,"전력자원개발,발전,송전,전력용기자재확보"
SK가스,유틸리티,유틸리티,유틸리티,"연료, 연료용 광물 및 관련제품 도매업",기체연료 및 관련제품 도매업,"액화석유가스,가스기기 판매,수입,저장"
E1,유틸리티,유틸리티,유틸리티,"연료, 연료용 광물 및 관련제품 도매업",기체연료 및 관련제품 도매업,"LPG(프로판,부탄가스),가스기기판매"
경동도시가스,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,도시가스
서울가스,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사"
인천도시가스,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사
한국가스공사,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발"
대성에너지,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,천연가스
지에스이,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,도시가스
한진중공업홀딩스,유틸리티,유틸리티,유틸리티,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,지주회사
KSS해운,유틸리티,유틸리티,유틸리티,외항 운송업,외항 화물 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여"
S-Oil,유틸리티,유틸리티,유틸리티,원유 정제처리업,원유 정제처리업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
SJG세종,유틸리티,유틸리티,유틸리티,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조"
광명전기,유틸리티,유틸리티,유틸리티,전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업,"수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"
서전기전,유틸리티,유틸리티,유틸리티,전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업,"수배전반, 전력기기, 전기공사"
파워넷,유틸리티,유틸리티,유틸리티,"전동기, 발전기 및 전기 변환장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",전력변환장치
이지트로닉스,유틸리티,유틸리티,유틸리티,"전동기, 발전기 및 전기 변환장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",전력변환장치
지엔씨에너지,유틸리티,유틸리티,유틸리티,"전동기, 발전기 및 전기 변환장치 제조업",전동기 및 발전기 제조업,"비상발전기, 소형열병합발전설비, 바이오가스발전설비"
대한전선,유틸리티,유틸리티,유틸리티,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사"
가온전선,유틸리티,유틸리티,유틸리티,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입"
MH에탄올,유틸리티,유틸리티,유틸리티,증류주 및 합성주 제조업,주정 제조업,"주정,탄산가스 제조"
동양철관,유틸리티,유틸리티,유틸리티,철강관 제조업,강관 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설"
케이씨,유틸리티,유틸리티,유틸리티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",산업처리공정 제어장비 제조업,가스/Chemical 공급 장치 등 제조 및 판매
웨이브일렉트로,유틸리티,유틸리티,유틸리티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기
옴니시스템,유틸리티,유틸리티,유틸리티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템"
센코,유틸리티,유틸리티,유틸리티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템"
HJ중공업,유틸리티,유틸리티,유틸리티,토목시설물 건설업,도로 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사"
티이엠씨씨엔에스,유틸리티,유틸리티,유틸리티,특수 목적용 기계 제조업,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비"
티에스넥스젠,유틸리티,유틸리티,유틸리티,특수 목적용 기계 제조업,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway"
화성밸브,유틸리티,유틸리티,유틸리티,"펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","탭, 밸브 및 유사장치 제조업","가스밸브, 매몰용접용 볼밸브, 온수분배기"
일진홀딩스,유틸리티,유틸리티,유틸리티,회사 본부,제조업 회사 본부,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기"
LS,유틸리티,유틸리티,유틸리티,회사 본부,제조업 회사 본부,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
제이씨케미칼,의료,제약 및 바이오,제약 및 바이오,그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"바이오디젤, 바이오중유 등"
석경에이티,의료,제약 및 바이오,제약 및 바이오,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,바이오 및 전기전자 나노 소재
메디톡스,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발"
엔케이맥스,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,"연구용 시약, NK Vue® KIT, SuperNK"
셀트리온,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,"램시마, 트룩시마, 허쥬마"
중앙백신,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,동물용백신
그린생명과학,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,의약품 중간체 등
하이텍팜,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,주사제용 무균 원료의약품(Sterile Imipenem 외)
쎌바이오텍,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,유산균 원말 및 완제품
SK바이오사이언스,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,백신 제품 및 제제
콜마비앤에이치,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,건강기능식품
경보제약,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,"아토르바스타틴, 세프티족심, 세프트리약손"
바이오솔루션,의료,제약 및 바이오,제약 및 바이오,기초 의약 물질 제조업,기초 의약 물질 제조업,"세포치료제, 인체조직모델 등"
